entry_i,exit_i,side,entry_px,exit_px,exit_type,pnl_pct,pnl_usd,hold,equity,year
2443,2446,LONG,30267.9,30786.17704059366,TP,4.093248256351274,0.1839850838320005,3,9.173671138007712,2023
2450,2460,LONG,30701.9,30507.83288834449,SL,-1.767753271422222,-0.08108393582582375,10,9.092587202181889,2023
2473,2487,LONG,30364.8,30191.95791920229,SL,-1.6105464287407487,-0.07322016923243939,14,9.01936703294945,2023
2490,2495,LONG,30276.6,30164.537672945593,SL,-1.112821263404777,-0.050184717083591006,5,8.96918231586586,2023
2496,2507,LONG,30264.0,30160.51677217731,SL,-1.0423376604438357,-0.04674458255606922,11,8.92243773330979,2023
2519,2528,LONG,29930.0,29772.585966228668,SL,-1.5023516018320344,-0.06702319310442274,9,8.855414540205368,2023
2531,2537,SHORT,29397.0,29578.227414590296,SL,-1.728706709785803,-0.07654207266793892,6,8.778872467537429,2023
2538,2547,SHORT,29436.3,29599.187551785446,SL,-1.5708901660997296,-0.06895322214349107,9,8.709919245393937,2023
2550,2551,SHORT,29700.0,29850.80498072959,SL,-1.4569021946935141,-0.06344750232108852,1,8.64647174307285,2023
2561,2572,LONG,30223.2,30030.53530946522,SL,-1.7811820930177733,-0.07700470318272766,11,8.569467039890123,2023
2575,2580,SHORT,29190.8,29440.568725055833,SL,-2.3266048297394466,-0.0996888170165068,5,8.469778222873616,2023
2582,2589,SHORT,29303.6,28584.448505727472,TP,5.947851068405654,0.2518848972603889,7,8.721663120134005,2023
2592,2596,SHORT,28731.2,28986.378791900795,SL,-2.407897963718812,-0.10500437433606066,4,8.616658745797945,2023
2601,2602,SHORT,28603.1,28819.791170670494,SL,-2.081448301674442,-0.0896756485627468,1,8.526983097235199,2023
2605,2631,SHORT,28489.9,27759.09935764889,TP,6.225304558379559,0.26541533372221865,26,8.792398430957418,2023
2632,2636,SHORT,27774.0,27099.101105358754,TP,5.887416240379896,0.2588225465715471,4,9.051220977528965,2023
2651,2652,SHORT,27247.8,27395.994892930215,SL,-1.5471959472894632,-0.07002006207227095,1,8.981200915456695,2023
2653,2654,SHORT,27479.9,27638.92824951636,SL,-1.6342688157194794,-0.07338848291921057,1,8.907812432537485,2023
2655,2660,SHORT,27650.1,27816.075888613595,SL,-1.6881807264132396,-0.07518998631557008,5,8.832622446221915,2023
2662,2669,SHORT,27534.8,27703.96386330503,SL,-1.7234096788884476,-0.07611113506893102,7,8.756511311152984,2023
2671,2686,SHORT,27621.0,27767.68234895811,SL,-1.5151343086610631,-0.06633645355853278,15,8.690174857594451,2023
2687,2694,SHORT,27738.6,27175.83625368933,TP,4.884527304105747,0.21223698184686685,7,8.902411839441319,2023
2698,2699,SHORT,27430.0,27614.470809999377,SL,-1.8687870032754115,-0.08318355771676543,1,8.819228281724554,2023
2701,2704,SHORT,27248.2,27459.611723603728,SL,-2.127185223278309,-0.09380066040801312,3,8.725427621316541,2023
2711,2727,SHORT,27391.5,27595.423810338016,SL,-2.048696085811423,-0.08937874707411037,16,8.63604887424243,2023
2728,2730,SHORT,27565.5,27742.83046055191,SL,-1.7957645022937327,-0.07754155004219154,2,8.558507324200239,2023
2733,2743,LONG,28277.3,28895.49614589364,TP,5.277980667298849,0.22585818099032234,10,8.78436550519056,2023
2747,2748,LONG,29833.2,29550.03251368818,SL,-2.560422501708008,-0.11245843551358774,1,8.671907069676973,2023
2752,2753,LONG,29727.4,29468.249840663164,SL,-2.366888033740237,-0.10262716536462896,1,8.569279904312344,2023
2756,2758,SHORT,28278.9,28748.859886526952,SL,-4.342186767580684,-0.18604706904100066,2,8.383232835271343,2023
2768,2855,LONG,28982.2,28583.427461379008,SL,-3.6273056274281554,-0.15204273819710118,87,8.231190097074242,2023
2866,2870,SHORT,28580.6,28021.185713496005,TP,4.70580425624368,0.19367184696381398,4,8.424861944038057,2023
2871,2892,SHORT,28266.9,28492.172813088127,SL,-2.179872820225463,-0.09182563782980209,21,8.333036306208255,2023
2893,2896,SHORT,28520.0,28762.231499062123,SL,-2.3108476425501774,-0.09628188651743193,3,8.236754419690824,2023
2899,2923,SHORT,28646.5,28867.034633549338,SL,-2.112121101612234,-0.0869851140931341,24,8.14976930559769,2023
2927,2939,LONG,29062.2,28811.9906019386,SL,-2.33986112597636,-0.09534664191921695,12,8.054422663678473,2023
2941,2952,LONG,28856.3,29506.082842033047,TP,5.441971224940896,0.21915968184625026,11,8.273582345524723,2023
2953,2962,LONG,29185.0,28979.099203551235,SL,-1.9512553233575967,-0.08071935797471273,9,8.19286298755001,2023
2969,2978,LONG,29552.1,29330.007796247544,SL,-2.0663191342785643,-0.08464534777848615,9,8.108217639771523,2023
2979,2982,LONG,29344.0,29165.718832480004,SL,-1.7063894452017045,-0.06917888499952202,3,8.039038754772001,2023
2984,2986,LONG,29235.2,29074.334490033914,SL,-1.563114926236918,-0.0628297073509058,2,7.976209047421095,2023
2995,2999,SHORT,28796.6,28975.91700352543,SL,-1.7442549947340111,-0.06956271235003426,4,7.906646335071061,2023
3000,3003,SHORT,28825.1,29007.51768141616,SL,-1.769607966808133,-0.06995832172638038,3,7.836688013344681,2023
3010,3014,SHORT,28750.1,28256.508870624613,TP,4.104581848196933,0.1608316368477853,4,7.997519650192466,2023
3026,3028,SHORT,27839.9,28052.634637730927,SL,-2.0978394564179976,-0.08388756137826009,2,7.9136320888142055,2023
3030,3038,SHORT,27474.1,27703.6403266408,SL,-2.2761974153912496,-0.09006494453458076,8,7.823567144279624,2023
3050,3062,SHORT,27613.9,27787.72098307209,SL,-1.7611728882201347,-0.06889327171837549,12,7.7546738725612485,2023
3068,3073,SHORT,27528.3,27667.71568930839,SL,-1.4536124125753487,-0.05636145098314389,5,7.6983124215781045,2023
3075,3077,SHORT,28074.9,28243.69498784268,SL,-1.6905773737633731,-0.06507296398040732,2,7.633239457597697,2023
3080,3081,SHORT,27677.5,27944.294331270215,SL,-2.5973485346419896,-0.09913091659881397,1,7.534108540998883,2023
3082,3111,SHORT,27484.1,26533.55701043878,TP,8.458799038000322,0.31864755039395676,29,7.852756091392839,2023
3114,3122,SHORT,26259.8,26509.216542230388,SL,-2.5620091568708743,-0.10059416506410995,8,7.752161926328729,2023
3130,3134,SHORT,26734.1,26970.17061002052,SL,-2.3950795521498964,-0.09283522257352446,4,7.659326703755205,2023
3138,3151,SHORT,26724.6,26918.016362976028,SL,-1.9968475952495888,-0.0764725405481227,13,7.582854163207083,2023
3152,3172,SHORT,26824.2,26966.266537866588,SL,-1.5115519555717256,-0.057309390196054334,20,7.5255447730110285,2023
3173,3182,SHORT,26940.0,27060.821930313206,SL,-1.3087131617781007,-0.04924389746994961,9,7.476300875541079,2023
3189,3195,LONG,27424.2,27283.981538673193,SL,-1.4657365695882536,-0.05479143799262619,6,7.421509437548453,2023
3204,3240,SHORT,27148.4,26717.518169077008,TP,3.78033816839108,0.14027907696919517,36,7.561788514517648,2023
3241,3243,SHORT,26662.9,26799.08411917582,SL,-1.4644064803136443,-0.05536766051710465,2,7.5064208540005435,2023
3244,3245,SHORT,26783.9,26933.781964223497,SL,-1.5864930912179929,-0.05954442412323264,1,7.446876429877311,2023
3252,3258,LONG,27388.8,27211.91315941807,SL,-1.8020910060127724,-0.06709974518585203,6,7.379776684691459,2023
3259,3260,SHORT,27195.0,27337.111960937484,SL,-1.493916261605825,-0.05512384198140047,1,7.324652842710059,2023
3261,3265,LONG,27379.0,27233.43713572227,SL,-1.516647013018478,-0.05554456427646757,4,7.269108278433591,2023
3268,3270,SHORT,27070.6,26573.106384740804,TP,4.406908835223413,0.1601714874821232,2,7.429279765915714,2023
3275,3292,SHORT,26876.8,27082.031889280468,SL,-2.0965059947656224,-0.07787764783016618,17,7.351402118085548,2023
3313,3316,SHORT,26885.6,26959.7172981489,SL,-0.8766914086806783,-0.03222455539341271,3,7.319177562692135,2023
3317,3318,SHORT,26904.5,26972.52878103995,SL,-0.8196319950189364,-0.029995160538035956,1,7.2891824021541,2023
3320,3325,SHORT,27047.8,27132.17497519853,SL,-0.9673691131860047,-0.03525664958111421,5,7.253925752572985,2023
3328,3331,LONG,27168.0,27080.226827893377,SL,-0.9951889364935225,-0.03609513327553042,3,7.217830619297454,2023
3333,3336,SHORT,27036.4,26812.99485394302,TP,1.878281188111043,0.06778557735599144,3,7.285616196653446,2023
3338,3349,SHORT,26881.4,26602.154639259432,TP,2.4095128112799973,0.08777392781952761,11,7.373390124472973,2023
3355,3362,SHORT,26814.1,26923.249981928417,SL,-1.2051547220344667,-0.04443037962955454,7,7.328959744843418,2023
3364,3374,SHORT,26860.4,26997.596008730627,SL,-1.4644356443930735,-0.053663949433353335,10,7.275295795410065,2023
3375,3400,LONG,27118.5,26982.138276949503,SL,-1.4445913126693783,-0.05254914551574717,25,7.222746649894318,2023
3403,3406,SHORT,26702.8,26832.519966859338,SL,-1.4019790701661967,-0.05063069816132424,3,7.1721159517329935,2023
3419,3433,SHORT,26341.1,26507.573576992792,SL,-1.7674793572857104,-0.06338283446373812,14,7.108733117269256,2023
3434,3440,SHORT,26324.1,26472.671644768205,SL,-1.5984850362235001,-0.056816017572306705,6,7.051917099696949,2023
3448,3458,SHORT,26422.2,26551.44789224946,SL,-1.4104100174234175,-0.04973047259726035,10,7.002186627099689,2023
3459,3492,SHORT,26755.1,26891.94599229056,SL,-1.466190719625053,-0.051332705248681075,33,6.9508539218510075,2023
3495,3510,LONG,27078.9,27381.10943289803,TP,2.6025822494453803,0.0904508451774862,15,7.041304767028493,2023
3518,3520,LONG,28151.9,27965.62188672309,SL,-1.8417232786855573,-0.0648406745087798,2,6.976464092519714,2023
3521,3527,LONG,27938.2,27758.511838604456,SL,-1.7954074653659322,-0.06262797856783628,6,6.913836113951877,2023
3536,3569,LONG,27630.5,27472.68514990047,SL,-1.6154044000247156,-0.05584320639763821,33,6.857992907554239,2023
3578,3588,SHORT,27103.3,27247.7764921247,SL,-1.5201466899298284,-0.05212577608990408,10,6.8058671314643355,2023
3589,3592,SHORT,27060.2,26596.29706131173,TP,4.098341740713975,0.13946384673316786,3,6.945330978197504,2023
3594,3605,SHORT,26843.2,27008.705991436098,SL,-1.72891450568579,-0.0600394173749727,11,6.885291560822531,2023
3606,3617,SHORT,26947.9,27107.14790738569,SL,-1.664868434884441,-0.05731552292294828,11,6.827976037899583,2023
3618,3625,LONG,27140.0,26979.205215267968,SL,-1.6686605078484948,-0.05696786981489436,7,6.7710081680846885,2023
3626,3628,SHORT,26897.2,27058.02788273367,SL,-1.6823385216088658,-0.056955639356485746,2,6.714052528728203,2023
3632,3638,LONG,27236.0,27084.37757127002,SL,-1.5792464819538652,-0.05301571917823734,6,6.661036809549966,2023
3639,3656,LONG,27144.7,27020.21871609975,SL,-1.333960302565988,-0.04442779338935228,17,6.616609016160614,2023
3657,3668,SHORT,27050.3,27145.81171001395,SL,-1.0702232046774713,-0.03540624252686631,11,6.5812027736337475,2023
3671,3683,LONG,27210.9,27437.92138990616,TP,1.8982578204521163,0.062464098165157106,12,6.643666871798905,2023
3685,3694,SHORT,27014.3,26708.154898938166,TP,2.6456763275545874,0.08788496085438499,9,6.73155183265329,2023
3696,3700,SHORT,26766.0,26438.956566951354,TP,2.8671536001704316,0.09650196535862873,4,6.8280537980119185,2023
3721,3722,SHORT,25525.5,25675.6764354021,SL,-1.65834714699125,-0.05661641767717917,1,6.771437380334739,2023
3723,3725,SHORT,26014.3,26198.72304889263,SL,-1.9598237689715734,-0.06635411964041313,2,6.705083260694327,2023
3726,3728,SHORT,26659.9,26879.52457668262,SL,-2.247003005287122,-0.07533171118740264,2,6.629751549506924,2023
3731,3735,LONG,27141.0,26909.30192191085,SL,-2.32170727026592,-0.07696171186273487,4,6.552789837644189,2023
3742,3744,SHORT,26475.8,26681.18282179714,SL,-2.1268448148605774,-0.06968383544532315,2,6.483106002198866,2023
3746,3754,SHORT,26803.5,26143.94009995719,TP,5.964307600153047,0.1933361920075627,8,6.6764421942064285,2023
3755,3764,SHORT,26258.9,26494.485690414494,SL,-2.4304127878023647,-0.08113255242911292,9,6.595309641777315,2023
3766,3769,SHORT,26374.0,26540.491772795514,SL,-1.765680905394633,-0.05822606149825661,3,6.537083580279059,2023
3770,3771,SHORT,26387.9,26552.586704050726,SL,-1.747748296100908,-0.057125883444509744,1,6.479957696834549,2023
