bar_idx,entry_i,exit_i,side,entry_px,exit_px,exit_type,pnl_pct,pnl_usd,hold,equity,entry_atr
1491,1488,1491,LONG,71488.8,70594.63955638031,SL,-6.628849859136629,-0.1828225014457896,3,5.33314196692433,894.1604436196873
1498,1492,1498,LONG,71443.1,73905.64460617102,TP,16.859306785196996,0.44956538274693103,6,5.782707349671261,820.8482020570037
1509,1499,1509,LONG,72976.7,72090.86745830218,SL,-6.444283358235034,-0.18632702369514964,10,5.596380325976112,885.8325416978208
1518,1510,1518,LONG,72025.6,71253.54806515353,SL,-5.734566146248496,-0.16046406579436867,8,5.4359162601817435,772.0519348464692
1528,1519,1528,LONG,71270.3,70447.86100315509,SL,-6.144857828891611,-0.167014662942885,9,5.268901597238859,822.4389968449085
1531,1529,1531,LONG,71201.7,70523.3179959762,SL,-5.138804825051898,-0.1353792847530735,2,5.133522312485785,678.3820040237964
1539,1532,1539,LONG,70400.4,69743.05927010193,SL,-5.043586612420256,-0.1294568220490699,7,5.004065490436715,657.3407298980611
1557,1541,1557,LONG,68373.6,67705.74883695132,SL,-5.258837936343061,-0.13157784718526871,16,4.872487643251446,667.8511630486875
1570,1558,1570,LONG,67804.8,67325.19261455024,SL,-3.911677237081787,-0.09529799501034483,12,4.777189648241102,479.60738544976493
1577,1571,1577,LONG,67356.4,66962.65637231592,SL,-3.297837530539624,-0.07877197656237445,6,4.698417671678727,393.74362768406894
1579,1578,1579,LONG,66972.2,66603.25441999277,SL,-3.1294681226481242,-0.07351774165202599,1,4.624899930026701,368.94558000723885
1596,1580,1596,LONG,67111.7,66709.70763764682,SL,-3.369949929395197,-0.07792840596326665,16,4.5469715240634345,401.9923623531812
1604,1597,1604,LONG,66204.1,67787.0455714198,TP,11.580041843479508,0.2632706025488218,7,4.810242126612256,527.6485238066014
1612,1605,1612,LONG,67226.3,69175.38498213692,TP,14.121446942170893,0.3396378948497513,7,5.149880021462008,649.6949940456414
1616,1613,1616,LONG,69107.5,68415.72963702928,SL,-5.38003102391725,-0.1385325714245862,3,5.011347450037421,691.7703629707227
1625,1617,1625,LONG,68313.6,70332.60701557738,TP,14.402489515831244,0.36087939554675796,8,5.372226845584179,673.0023385257912
1638,1626,1638,LONG,69392.6,71591.97668365289,TP,15.472343114776535,0.41560468522646016,12,5.78783153081064,733.1255612176271
1641,1639,1641,LONG,71235.8,70438.48016882656,SL,-5.971342226615314,-0.17280561410232564,2,5.615025916708314,797.3198311734421
1658,1642,1658,LONG,70003.3,69192.78568910786,SL,-6.164115019521563,-0.17305832794092274,16,5.441967588767391,810.5143108921476
1664,1659,1664,LONG,69316.8,71132.15335891099,TP,12.71961313066229,0.3460986119936216,5,5.788066200761013,605.1177863036646
1672,1665,1672,LONG,70589.0,69871.39215881423,SL,-5.4580004758941065,-0.157956340391301,7,5.6301098603697115,717.607841185779
1695,1673,1695,LONG,69235.2,71029.49900970995,TP,12.582996869438881,0.3542182737381453,22,5.984328134107857,598.0996699033186
1698,1696,1698,LONG,71634.2,70984.80764660443,SL,-4.907697743504954,-0.14684636840077173,2,5.837481765707085,649.3923533955738
1708,1699,1708,LONG,71347.6,73197.72011706642,TP,12.590538553969646,0.3674851961461493,9,6.204966961853234,616.7067056888028
1711,1709,1711,LONG,72351.7,71675.57290809463,SL,-5.04750314716422,-0.15659795134002105,2,6.0483690105132135,676.1270919053628
1770,1712,1770,LONG,70987.4,73298.4565826342,TP,15.902935116895458,0.48093409968616413,58,6.529303110199377,770.3521942114003
1775,1771,1775,LONG,73801.2,73185.38689796219,SL,-4.547107648912238,-0.14844722057227028,4,6.380855889627107,615.8131020378036
1791,1776,1791,LONG,73229.1,75048.72051727846,TP,12.0491627800864,0.38441985645195015,15,6.765275746079057,606.5401724261493
1794,1792,1794,LONG,75587.6,74900.31748334812,SL,-4.921264973698644,-0.16646857283295913,2,6.598807173246098,687.28251665189
1801,1795,1801,LONG,74213.2,73506.23703021712,SL,-5.13805407786537,-0.16952514052772186,6,6.429282032718376,706.9629697828725
1804,1802,1804,LONG,73996.1,73379.9974163444,SL,-4.538074700258562,-0.14588281066753103,2,6.2833992220508454,616.1025836556109
1806,1805,1806,LONG,74344.0,73694.11560630781,SL,-4.745792489590214,-0.14909854418552948,1,6.1343006778653155,649.8843936921938
1826,1807,1826,LONG,74121.6,73443.04815033684,SL,-4.9522881971191115,-0.15189412422286083,19,5.982406553642455,678.551849663167
1829,1827,1829,LONG,72320.0,71767.90479700461,SL,-4.19202988796595,-0.12539213537416274,2,5.8570144182682915,552.0952029953942
1834,1830,1834,LONG,71440.4,70837.72388448218,SL,-4.593034302144236,-0.13450734065629816,4,5.7225070776119935,602.676115517814
1845,1835,1845,LONG,71177.4,70531.913700469,SL,-4.9093486804168,-0.1404689128507512,10,5.582038164761243,645.4862995309919
1851,1846,1851,LONG,70155.6,69599.6736122057,SL,-4.337095597459803,-0.12104916574619293,5,5.46098899901505,555.9263877943063
1853,1852,1853,LONG,69877.6,69294.38985630151,SL,-4.548083675587719,-0.12418517459492233,1,5.3368038244201275,583.2101436985013
1910,1854,1910,LONG,69376.9,68720.69329446404,SL,-5.104288174709079,-0.13620292325864922,56,5.200600901161478,656.2067055359527
1922,1911,1922,LONG,68906.6,68474.76575859796,SL,-3.508475178009382,-0.09123089586229136,11,5.109370005299187,431.83424140204414
1930,1923,1930,LONG,68617.5,68208.25770684119,SL,-3.3570548195344525,-0.08576217600537203,7,5.023607829293815,409.2422931588102
1932,1931,1932,LONG,68133.3,67738.23877448043,SL,-3.27417870937978,-0.0822409489947369,1,4.9413668802990784,395.06122551957014
1934,1933,1934,LONG,68310.6,67850.12935146528,SL,-3.7454187090636277,-0.09253743980909769,1,4.848829440489981,460.470648534731
1935,1935,1935,LONG,67639.4,67639.4,END,-0.375,-0.009091555200918713,0,4.839737885289062,491.86907960392625
