r_multiple
-1.1011624360514563
-1.1769745582559048
2.876008744873914
2.902231811922952
-1.1032735034884835
-1.0991688612209134
-1.1047663054135155
-1.1060828146646433
-1.1451137430485918
-1.139326174118204
-1.1597772973592793
2.8037263839061475
2.837314375829367
-1.1169040355464637
2.894302691773807
-1.0821853017943162
-1.0733999449285594
2.8134478913454446
-1.132523481885616
-1.1134503802616937
-1.1062873176401635
-1.1141413419088222
-1.127718752953286
-1.110889172236953
-1.1213759948911202
-1.0777186393860825
2.932591634668003
-1.0538304337063544
-1.0683924134343161
2.929028583001502
-1.057786688372337
2.940483232653932
-1.0703804291876116
2.9384899302649
-1.0315815319711465
-1.027338352865528
-1.0278669437297052
-1.0350454537113731
-1.0386081518303316
-1.0432375906824893
-1.068327650793151
2.930302196307433
2.939245177440519
-1.0736747525503572
2.9361662796529595
-1.080389676180683
-1.086438505600488
-1.0828405927650884
-1.0733508105846599
-1.1080602800009671
-1.120481510048771
-1.1150262494635326
-1.1056277112064783
-1.088673976834816
2.9087400206746787
2.8967008561669494
-1.0990011298562972
-1.0865731858573286
-1.1122673309428794
-1.114457921653396
-1.0879030518519683
-1.1498734096290333
2.849738602553306
2.916818864183153
-1.0838122498358371
-1.0765712252932107
-1.073765527861716
-1.074256551316435
2.9159669299501467
-1.0733882409815272
-1.0702575828755294
-1.071094199661522
-1.0672405797849627
-1.0700578045026081
-1.075272246284153
-1.0640164588616814
-1.057736603150082
-1.07118163552609
-1.0702758227435094
2.9391849495998357
-1.0673217131369934
-1.0699683500058144
-1.0676354198449858
-1.0767838746673923
2.921841828831457
-1.0920068918511494
-1.0856484949733607
-1.0791454313295727
2.931463912393559
2.9169079259244564
-1.0786516962278638
2.899089647990953
2.919300197488637
-1.0830311621973117
-1.0787309977736186
-1.0900776534172403
-1.08192623751243
-1.0895031000248638
-1.0944144061527827
-1.0911127085533954
2.904464383014885
-1.1028459847794756
-1.0631717853927383
-1.085684843919121
